date_id,mttnsubad,raw_account_id,raw_account_name,raw_publisher_id,raw_publisher_name,raw_campaign_id,raw_campaign_name,raw_placement_id,raw_placement_name,raw_creative_id,raw_creative_name,currency_code,division,market,pillar,campaign,platform,creative,creative_format,creative_length,media_buy_type,publisher,audience_device,audience_targeting_type,audience_device_targeted,creative_product,creative_feature,creative_cta,clicks,video_starts,views_25,views_50,views_75,views_100,event_click,event_install,event_install_tvplus_subscription,event_install_tv_show_purchases,event_install_video_rentals,event_install_movie_purchases,event_install_tvplus_entitlements,event_install_tv_subscriptions,bounces,visits,potential_phone_buyer_visit,impressions,potential_mac_buyer_visit,potential_ipad_buyer_visit,potential_watch_buyer_visit,potential_homepod_buyer_visit,potential_TheBrand_tv_buyer_visit,accessories_add_to_cart_visit,cid,event_install_aristotle,event_fitness_plus_subscription_yearly,event_fitness_plus_subscription_monthly,potential_fitnessplus_try_it_free_visits,event_install_news_subscriptions,event_install_ios_app_store_inapp_purchases,event_install_music_subscriptions,event_install_ios_app_store_download,event_install_ios_app_store_redownload,event_install_tv_channel_subscription,campaign_fiscal_year,campaign_time_period,placement_channel,placement_format,placement_type,device_operating_system,audience_targeting_segment,landing_page_type,placement_tracking_type,creative_market_language,creative_dimensions,creative_offer,creative_carrier,creative_landing_page_dco,creative_copy,airpods_add_to_cart_visits,page_views,total_seconds_spent,airtags_add_to_cart_visits,spend_net_lc,spend_net_usd,app_downloads_vuze,campaign_channel,engagements,bounces_dotcom,bounces_experience,visits_dotcom,visits_experience,total_seconds_spent_dotcom,total_seconds_spent_experience,page_views_dotcom,page_views_experience,event_install_fitnessplus_entitlements,cid_creative,event_install_tvplus_amplify_subscription,event_fitness_plus_subscription,event_install_mls_subscription,mac_bf_engager,watch_bf_engager,ipad_bf_engager,phone_bf_engager
10/01/2023,3007294,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,a8678f0e-8ccc-4e6f-b8dc-fed0aa6a29e1,TR2302phModel6-TR-phnupabc-EUR-SNA-SNA-CPC-Avail-Static,e6ef003d-e94b-44e7-b943-84d603d56a66,03007294_wwa_tr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModeldeft_bhv_photog_cmplp_ftr_trtr_14plv11_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,d71ae5a4-2846-4b80-81ea-76035142eeaf,03007294_wwa_tr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModeldeft_bhv_photog_cmplp_ftr_trtr_14plv11_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,EUR,Marcom,Turkey,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,0,0,0,0,0,0,wwa-tr-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModeldeft-bhv-photog-cmplp-ftr-trtr-14plv11-static-916ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007294,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"Turkey, Turkish",9:16 AR,NA,NA,NA,NA,0,,0,,7.36,8.0224,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
10/01/2023,3007309,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,dad6a478-cf94-4238-8c16-35018354a0f0,SA2302phModel6-SA-phnupabc-EUR-SNA-SNA-CPC-Avail-Static,f3cbe398-fd20-4cb7-af9a-e24423f9313a,03007309_wwa_sa_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8pt_bhv_photog_cmplp_ftr_saar_14plv8pl_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,44c97d3e-6331-479a-bd00-da2d325d0c38,03007309_wwa_sa_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8pt_bhv_photog_cmplp_ftr_saar_14plv8pl_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,EUR,Marcom,Saudi Arabia,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone 8 Plus Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone 8 Plus Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6286,0,0,0,0,0,0,wwa-sa-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModel8pt-bhv-photog-cmplp-ftr-saar-14plv8pl-static-916ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007309,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"Kingdom of Saudi Arabia, Arabic",9:16 AR,NA,NA,NA,NA,0,,0,,18.27,19.9143,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
10/01/2023,3078179,4.5036E+15,The Brand -Canada,NA,NA,32254009,02967646_marcom_digital_phone_2023 phone modelabc upgraders_fy23_evergreen_fy23_q2_ac3mip223_caen_twitter_cpc_display size_phModel8_bell,40713608,03078179_wwa_ca_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel78t_gnt_broa_cmplp_ftr_caen_14v8_static_11ar_ban_yxiv_bbdspl_na_upg_bell_na_phModel8,NA,,CAD,Marcom,Canada,phone,2023 phone modelabc Upgraders,Social,phone modelabc vs. phone 8 Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 7 & 8 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,Upgrade Now,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,0,0,0,0,0,0,wwa-ca-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel78t-gnt-broa-cmplp-ftr-caen-14v8-static-11ar-ban-yxiv-bbdspl-na-upg-bell-na-phModel8-03078179,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Canada, English",1:1 AR,NA,Bell,NA,phModel8,0,,0,,25,18.797,,Digital,39,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
10/01/2023,3045780,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32252210,ch2302phModel6-chde-phnupabc-eur-tw-twi-cpc-avail-static,40711545,03045780_wwa_ch_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_chde_14plv11_static_11ar_ban_yxivs_bbdspl_na_na_na_na_phModeldef,NA,,EUR,Marcom,Switzerland,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,0,0,0,0,0,0,wwa-ch-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModeldeft-gnt-broa-cmplp-ftr-chde-14plv11-static-11ar-ban-yxivs-bbdspl-na-na-na-na-phModeldef-03045780,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Switzerland, German",1:1 AR,NA,NA,NA,phModeldef,0,,0,,15.35,16.7315,,Digital,20,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
11/01/2023,3045893,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,e36e948f-7f26-4ff5-b6a3-009244adcbfa,FR2302phModel6-FR-phnupabc-EUR-SNA-SNA-CPC-Avail-Statics,13047195-7778-4c31-9669-444435fece98,03045893_wwa_fr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModelxt_gnt_broa_cmplp_ftr_frfr_14plvx_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModelx,60cb11ef-fe76-4609-93a8-d8feefefab17,03045893_wwa_fr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModelxt_gnt_broa_cmplp_ftr_frfr_14plvx_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModelx,EUR,Marcom,France,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Broad/General Targeting,phone X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12291,0,0,0,0,0,0,wwa-fr-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModelxt-gnt-broa-cmplp-ftr-frfr-14plvx-static-916ar-ban-yxivs-bbdspl-na-na-na-na-phModelx-03045893,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Broad Audience,Compare Page,NA,"France, French",9:16 AR,NA,NA,NA,phModelx,0,,0,,29.49,32.1441,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
11/01/2023,3045772,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32252211,ch2302phModel6-chfr-phnupabc-eur-tw-twi-cpc-avail-static,40711549,03045772_wwa_ch_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_chfr_14plv11_static_11ar_ban_yxivs_bbdspl_na_na_na_na_phModeldef,NA,,EUR,Marcom,Switzerland,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3295,0,0,0,0,0,0,wwa-ch-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModeldeft-gnt-broa-cmplp-ftr-chfr-14plv11-static-11ar-ban-yxivs-bbdspl-na-na-na-na-phModeldef-03045772,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Switzerland, French",1:1 AR,NA,NA,NA,phModeldef,0,,0,,7.66,8.3494,,Digital,30,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
11/01/2023,3045886,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,6c994517-59ca-4ae8-952b-c16ea535492e,DE2302phModel6-DE-phnupabc-EUR-SNA-SNA-CPC-Avail-Statics,d8ae0c0f-2174-4a6e-8bc5-52022455ba35,03045886_wwa_de_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_dede_14plv11_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModeldef,37a1b03f-f761-4f3e-8d7f-e6236c5c2767,03045886_wwa_de_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModeldeft_gnt_broa_cmplp_ftr_dede_14plv11_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModeldef,EUR,Marcom,Germany,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone modelxyz Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Broad/General Targeting,phone modelxyz Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,0,0,0,0,0,0,wwa-de-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModeldeft-gnt-broa-cmplp-ftr-dede-14plv11-static-916ar-ban-yxivs-bbdspl-na-na-na-na-phModeldef-03045886,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Broad Audience,Compare Page,NA,"Germany, German",9:16 AR,NA,NA,NA,phModeldef,0,,0,,28.82,31.4138,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
11/01/2023,2991475,4.5036E+15,THE BRAND OMD Taiwan,NA,NA,32150978,marcom_phone_2023 phone modelabc upgraders_twitter_q2_tw_tw202301so01_cpc_compare_phonex&xs_static_display size,40588213,02991475_wwa_tw_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModelxsxt_gnt_broa_cmplp_ftr_twzh_14plvx_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_phModelx-na-pal,NA,,TWD,Marcom,Taiwan,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone XS & X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12731,0,0,0,0,0,0,02991475_wwa_tw_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModelxsxt_gnt_broa_cmplp_ftr_twzh_14plvx_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_phModelx-na-pal,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"Taiwan, Mandarin",1:1 AR,NA,NA,NA,phModelx-na-pal,0,,0,,273.33,9.0958,,Digital,87,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
11/01/2023,3045897,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,e36e948f-7f26-4ff5-b6a3-009244adcbfa,FR2302phModel6-FR-phnupabc-EUR-SNA-SNA-CPC-Avail-Statics,c6ae6f19-0053-40ef-bf0b-cb35aee7ad15,03045897_wwa_fr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModelxt_bhv_photog_cmplp_ftr_frfr_14plvx_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModelx,54ec3ad0-f4e1-46a5-a0c7-efb90939ed8f,03045897_wwa_fr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModelxt_bhv_photog_cmplp_ftr_frfr_14plvx_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModelx,EUR,Marcom,France,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13785,0,0,0,0,0,0,wwa-fr-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModelxt-bhv-photog-cmplp-ftr-frfr-14plvx-static-916ar-ban-yxivs-bbdspl-na-na-na-na-phModelx-03045897,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"France, French",9:16 AR,NA,NA,NA,phModelx,0,,0,,29.22,31.8498,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
12/01/2023,3045750,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32252204,fr2302phModel6-fr-phnupabc-eur-tw-twi-cpc-avail-static,40711529,03045750_wwa_fr_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModelxt_bhv_photog_cmplp_ftr_frfr_14plvx_static_11ar_ban_yxivs_bbdspl_na_na_na_na_phModelx,NA,,EUR,Marcom,France,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Behavioral/Interest Targeting,phone X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116,0,0,0,0,0,0,wwa-fr-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModelxt-bhv-photog-cmplp-ftr-frfr-14plvx-static-11ar-ban-yxivs-bbdspl-na-na-na-na-phModelx-03045750,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Photography,Compare Page,NA,"France, French",1:1 AR,NA,NA,NA,phModelx,0,,0,,5.32,5.7988,,Digital,47,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
12/01/2023,3007288,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,a8678f0e-8ccc-4e6f-b8dc-fed0aa6a29e1,TR2302phModel6-TR-phnupabc-EUR-SNA-SNA-CPC-Avail-Static,40f09d35-2d26-423f-8af8-88222732e7b5,03007288_wwa_tr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModelxt_gnt_broa_cmplp_ftr_trtr_14plvx_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,4f5cbbdc-f2e9-49dd-8205-0aa566a759ac,03007288_wwa_tr_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModelxt_gnt_broa_cmplp_ftr_trtr_14plvx_static_916ar_ban_yxivs_bbdspl_na_upg_na_na_na,EUR,Marcom,Turkey,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Broad/General Targeting,phone X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,wwa-tr-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModelxt-gnt-broa-cmplp-ftr-trtr-14plvx-static-916ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007288,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Broad Audience,Compare Page,NA,"Turkey, Turkish",9:16 AR,NA,NA,NA,NA,0,,0,,7.36,8.0224,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
12/01/2023,3045908,44868f32-cb85-4834-bd46-96a485bc74d5,The Brand -Marcom - EMEA - EUR - 5.0,NA,NA,d500cfcc-e283-4cd3-89c6-e612f358b4c8,ES2302phModel6-ES-phnupabc-EUR-SNA-SNA-CPC-Avail-Statics,374272d9-df34-4a7b-84f7-2514e4ff5339,03045908_wwa_es_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8pt_gnt_broa_cmplp_ftr_eses_14plv8pl_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModel8pl,cd3537e1-c190-4967-b561-3a513088507f,03045908_wwa_es_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8pt_gnt_broa_cmplp_ftr_eses_14plv8pl_static_916ar_ban_yxivs_bbdspl_na_na_na_na_phModel8pl,EUR,Marcom,Spain,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone 8 Plus Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Broad/General Targeting,phone 8 Plus Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,wwa-es-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModel8pt-gnt-broa-cmplp-ftr-eses-14plv8pl-static-916ar-ban-yxivs-bbdspl-na-na-na-na-phModel8pl-03045908,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Broad Audience,Compare Page,NA,"Spain, Spanish",9:16 AR,NA,NA,NA,phModel8pl,0,,0,,8.83,9.6247,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
12/01/2023,3045879,01c8ffbf-789b-4a4e-8f53-584c60544ffb,The Brand - Marcom - EMEA - GBP - 2.0,NA,NA,71556aab-1394-41be-9802-6fdb6fb88460,UK2302phModel6-UK-phnupabc-GBP-SNA-SNA-CPC-Avail-Statics,8939c60f-67e0-4851-b45e-b48dbc359f00,03045879_wwa_uk_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_uken_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,d46bc692-f064-483a-b8dc-bc9ddb6118bd,03045879_wwa_uk_soc_phModeln_phnupabc_socl_snap_staf_usst_cpc_ios_mob_phModel8t_bhv_photog_cmplp_ftr_uken_14v8_static_916ar_ban_yxiv_bbdspl_na_na_na_na_phModel8,GBP,Marcom,United Kingdom,phone,2023 phone modelabc Upgraders,Social,phone modelabc vs. phone 8 Display Size,Static,Banner (Not a Video),Cost per Click,Snapchat,Mobile,Behavioral/Interest Targeting,phone 8 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,NA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8732,0,0,0,0,0,0,wwa-uk-soc-phModeln-phnupabc-socl-snap-staf-usst-cpc-ios-mob-phModel8t-bhv-photog-cmplp-ftr-uken-14v8-static-916ar-ban-yxiv-bbdspl-na-na-na-na-phModel8-03045879,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,User Stories,iOS,Photography,Compare Page,NA,"United Kingdom, English",9:16 AR,NA,NA,NA,phModel8,0,,0,,31.67,38.9541,,Digital,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
12/01/2023,3007265,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32207467,ae2302phModel6-aear-phnupabc-eur-tw-twi-cpc-avail-static,40655878,03007265_wwa_ae_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel8pt_gnt_broa_cmplp_ftr_aear_14plv8pl_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_na,NA,,EUR,Marcom,United Arab Emirates,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone 8 Plus Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 8 Plus Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,wwa-ae-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel8pt-gnt-broa-cmplp-ftr-aear-14plv8pl-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007265,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"United Arab Emirates, Arabic",1:1 AR,NA,NA,NA,NA,0,,0,,0.44,0.4796,,Digital,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
12/01/2023,3066680,4.5036E+15,THE BRAND Marcom - IN - OMD India,NA,NA,32269269,marcom_phone_q223_in2302002_upgraders_cpc_static_ios,40732362,03066680_wwa_in_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModel7t_gnt_broa_cmplp_ftr_inen_14v8in_static_11ar_ban_yxiv_bbdspl_na_upg_na_na_phModel8,NA,,INR,Marcom,India,phone,2023 phone modelabc Upgraders,Social,phone modelabc vs. phone 8 Display Size - IN only,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone 7 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,Upgrade Now,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4955,0,0,0,0,0,0,wwa-in-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModel7t-gnt-broa-cmplp-ftr-inen-14v8in-static-11ar-ban-yxiv-bbdspl-na-upg-na-na-phModel8-03066680,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"India, English",1:1 AR,NA,NA,NA,phModel8,0,,0,,602.81,7.3648,,Digital,54,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
13/01/2023,3237764,na,DV360,NA,NA,id_52985256,Q223 IN phone: Upgraders Programmatic Display Campaign (IN2302008),id_3237764,3067264_wwa_in_dis_phModeln_phnupabc_pdis_dv360d_staf_stbr_cpm_ios_mob_phModel7t_gnt_broa_cmplp_ftr_inen_14v8in_static_320x480_ban_yxiv_bbdspl_na_upg_na_dco_phModel8,id_465898859,110123_03067264_wwa_in_dis_phModeln_phnupabc_pdis_dv360d_staf_stbr_cpm_ios_mob_phModel7t_gnt_broa_cmplp_ftr_inen_14v8in_static_320x480_ban_yxiv_bbdspl_na_upg_na_dco_phModel8_3237764,INR,Marcom,India,phone,2023 phone modelabc Upgraders,Programmatic Display,phone modelabc vs. phone 8 Display Size - IN only,Static,Banner (Not a Video),Cost per Thousand Impressions,DV360 DSP,Mobile,Broad/General Targeting,phone 7 Device Targeting,phone modelabc,Display / Upgrade your display to bigger and better,Upgrade Now,0,0,,,,,0,0,0,0,0,0,0,0,,,,631,,,,,,,,0,0,0,,0,0,0,0,0,0,FY23,Evergreen,Digital Display,Static,Standard Banner,iOS,Broad Audience,Compare Page,NA,"India, English",320x480,NA,NA,dco,phModel8,0,,0,,1323.5603,16.1706,,Digital,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
13/01/2023,3007247,4.5036E+15,THE BRAND EMEA MAL 2 - NEW,NA,NA,32207468,ae2302phModel6-aeen-phnupabc-eur-tw-twi-cpc-avail-static,40655881,03007247_wwa_ae_soc_phModeln_phnupabc_socl_twit_staf_infe_cpc_ios_mob_phModelxt_gnt_broa_cmplp_ftr_aeen_14plvx_static_11ar_ban_yxivs_bbdspl_na_upg_na_na_na,NA,,EUR,Marcom,United Arab Emirates,phone,2023 phone modelabc Upgraders,Social,phone modelabc Plus vs. phone X Display Size,Static,Banner (Not a Video),Cost per Click,Twitter,Mobile,Broad/General Targeting,phone X Device Targeting,phone modelabc Plus,Display / Upgrade your display to bigger and better,Upgrade Now,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,0,0,wwa-ae-soc-phModeln-phnupabc-socl-twit-staf-infe-cpc-ios-mob-phModelxt-gnt-broa-cmplp-ftr-aeen-14plvx-static-11ar-ban-yxivs-bbdspl-na-upg-na-na-na-03007247,0,0,0,0,0,0,0,0,0,0,FY23,Evergreen,Paid Social,Static,In-Feed,iOS,Broad Audience,Compare Page,NA,"United Arab Emirates, English",1:1 AR,NA,NA,NA,NA,0,,0,,2.99,3.2591,,Digital,15,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
